positiveRatio,price,storeName,title
96%,¥39.00,六指手机配件专营店,kpay 苹果11/X/XS MAX/XR德国进口拜耳高透TPU全包双料防摔抗黄变带指环扣支架手机壳 透明 iPhone11透明
97%,¥19.80,合一数码专营店,SMOVES 苹果数据线 iPhone6s/X/7plus/8/11手机快充充电器线5SE/ipad 中国红1米【充电快充用不坏】中国红1米【充电快充用不坏】
100%,¥22.00,卡西奇旗舰店,卡西奇 日系个性卡通透明iphone11pro max苹果x手机壳8plus软xs防摔xr女7p潮 【透明白边 神奇宝贝】 iPhone X/XS
97%,¥75.00,世轩防窥膜官方旗舰店,世轩 苹果Xs Max防窥膜11 Pro防偷看窥视11防蓝光xs隐私非钢化iPhone Xr手机膜x 11 ProMaX/Xs Max四面防窥膜*非钢化11 ProMaX/Xs Max四面防窥膜*非钢化
95%,¥28.80,轩创旗舰店,轩创 iPhoneXS MAX背膜后背贴纸苹果xr全包边后膜彩膜后壳手机保护贴膜 XR 黑色后膜【买一送一】XR 黑色后膜【买一送一】
94%,¥29.80,轩创旗舰店,轩创  iPhone XR背膜 苹果Xs Max手机后膜iPhoneX背膜 创意贴纸 1035 iPhone XR1035
97%,¥69.00,ANKER参义专卖店,Anker Nano18W苹果PD快充iPhone11/X/8/华为小米iPad便携迷你充电器头 白色白色
100%,¥9.90,卡奇数码专营店,【终身换新】数据线苹果充电线手机快充头电源充电器线 iphone6s/7Plus/8/xs/ipad 带灯中国红【1.2米】带灯中国红【1.2米】
100%,¥86.00,尚尚呈品旗舰店,尚尚呈品 苹果11手机壳iPhone11pro军工硅胶11pro max软透明保护套 【苹果11】绅士黑
96%,¥22.00,首锋数码专营店,三船耳机转接头数据线适用于苹果7苹果xiphone8充电听歌语音通话游戏直播多合一音频转换器转接线 双扁孔【听歌+充电+通话+游戏】双扁孔【听歌+充电+通话+游戏】
99%,¥69.00,玛曼旗舰店,苹果耳机转接头pd快充iPhoneXSmax/XR/X/8/7/6Plus充电耳机二合一转换器分线器 通话充电听歌【双Lightning】四合一转接线通话充电听歌【双Lightning】四合一转接线
98%,¥12.90,一品阁数码专营店,筑鼎 苹果xsmax/xs/x/xr手机壳iphone xs max透明玻璃保护套硅胶全包防摔超薄软 xs max 6.5【新金色】电镀超薄软壳xs max 6.5【新金色】电镀超薄软壳
93%,¥29.00,LQP旗舰店,LQP iPhoneXR手机壳苹果XR保护套 全包防摔硅胶软壳 时尚男女款布纹壳 中国红(赠送 钢化膜)
96%,¥18.80,鑫喆旗舰店,鑫喆iPhone11镜头膜苹果Pro保护膜后置摄像头镜头贴11promax保护圈iPhone手机贴膜 苹果11-镜头圈（绿巨人）苹果11-镜头圈（绿巨人）
98%,¥9.90,护航数码专营店,【全屏膜】NCU苹果7/8plus钢化膜iPhone7/8plus全屏高清防摔防指纹玻璃屏保手机贴膜 【苹果7plus/8plus-5.5英寸-黑色】【苹果7plus/8plus-5.5英寸-黑色】
95%,¥79.00,鲜御旗舰店,鲜御烟台正宗小国光苹果5kg箱装果径65mm-70mm酸甜可口
96%,¥20.00,欧悟官方旗舰店,欧悟 嫁接苹果苗 冰糖心苹果树苗 红肉苹果 盆栽地栽果树苗 南方北方种植 当年结果苗 红富士苹果 5年壮苗 当年结果多多红富士苹果
100%,¥36.90,倍盛bauisan旗舰店,倍盛手机挂绳数据线苹果/Type-c/安卓数据线快充充电线iPhoneX/11/8/7手机挂绳挂脖线 【苹果接口-玫瑰粉】88cm挂绳数据线
96%,¥5.90,雷克士数码旗舰店,雷克士 苹果手机平板数据线iphone快充电器线ipad快冲线ipod充电宝闪充线 苹果圆头【0.25米】白色 苹果5/5S/5C/SE苹果圆头【0.25米】白色
98%,¥25.00,Hotertek旗舰店,和钛苹果XS赚钱可爱玻璃壳苹果6s手机壳iphone7/8plus XR情侣套11 PROMAX保护 苹果11赚钱苹果11赚钱
100%,¥68.00,宝仕利旗舰店,宝仕利iPhone11手机壳皮纹11Pro商务硅胶保护套编织全包防摔软透 【丁香紫】iPhone11Pro Max皮纹保护套
92%,¥9.90,驭剑数码专营店,UPNZAO 苹果8/7/6S PLUS按键贴 指纹识别贴纸 iphone系列home键贴纸 按键贴-纯黑色按键贴-纯黑色
94%,¥29.80,闪魔数码专营店,闪魔 苹果11钢化膜 iPhoneX/XR超薄钻石无边膜11pro/XSMax抗蓝光手机贴膜 【蓝光非全屏^镀晶钻石防爆】二片装*送后膜 iPhone X/XS【蓝光非全屏^镀晶钻石防爆】二片装*送后膜
97%,¥25.00,卫甲旗舰店,卫甲 苹果XR手机壳女款浮雕全包边日韩情侣保护套 适用于iphone XR 沉稳笃定【送钢化膜+挂绳】沉稳笃定【送钢化膜+挂绳】
95%,¥29.80,考尚手机配件专营店,英悦 苹果11镜头膜iPhone11 Pro/Max钢化玻璃全覆盖后摄像头保护膜高清贴膜防爆耐刮防摔 苹果11【镜头膜】苹果11【镜头膜】
100%,¥79.00,捷部（JIEBU）旗舰店,捷部 苹果11proMax/X/Xs/XR钢化膜防窥膜防偷看全屏iphone X Max防爆手机贴膜 【iphone X防窥】-送贴膜神器【iphone X防窥】-送贴膜神器
97%,¥130.00,一月数码专营店,Apple苹果原装数据线手机充电线正品充电器头快冲平板电源线iphone6s/xr/7/8/ipad Lightning闪电转USB连接线 1米【单线】Lightning闪电转USB连接线 1米【单线】
98%,¥19.90,天鑫手机配件专营店,苹果数据线 omiu适用X/XR/8p/7PLUS手游编织iphone8/7/6S快充充电器线 苹果红色-1M编织线苹果红色-1M编织线
96%,¥65.00,一月数码专营店,Apple苹果原装耳机转接头3.5插孔u盾转换器线iPhone11Pro Max/7/8/XS/XR 苹果手机Lightning转3.5MM音频线转换头
100%,¥88.00,艾美尚数码专营店,【双面玻璃】IXN 苹果7/8plus手机壳iphone7/8手机套新款万磁王金属磁吸壳 苹果7/8plus-5.5英(黑边)
97%,¥18.00,讯罗手机配件专营店,浅米 重低音炮苹果安卓手机通用男女生入耳式耳塞式适用于iPhone小米vivo华为oppo线控带麦 【金属】极光银带麦通话+调音版【金属】极光银带麦通话+调音版
96%,¥50.00,锋捷数码专营店,手机钢化膜全屏保护膜苹果iphone11/x/xr/7/8p/xsmax/6splus防窥膜玻璃贴膜 iphone xs max
97%,¥29.80,英悦手机配件旗舰店,英悦苹果X/XR/XS Max手机壳iPhone8/7Plus/6s大侦探皮卡丘女男夜光卡通玻璃情侣 【兴奋皮卡丘】夜光玻璃壳+送钢化膜 苹果XR【兴奋皮卡丘】夜光玻璃壳+送钢化膜
98%,¥269.00,adidas手机配件自营旗舰店,adidas（阿迪达斯）苹果iphone X/Xs 5.8英寸 时尚防滑防摔手机壳保护套-防护黑
99%,¥29.80,合一数码专营店,SMOVES 数据线手机充电线苹果 iPhone11plus/XR/6s/7plus/8/ipad长 牛仔蓝3米【充电快充用不坏】牛仔蓝3米【充电快充用不坏】
100%,¥39.00,捣旦国度旗舰店,苹果手机壳女iphone中国风硅胶新款全包防摔防滑套 似锦-苹果7P/8P通用似锦-苹果7P/8P通用
95%,¥39.00,征酷自营旗舰店,征酷 磁吸流光数据线三合一苹果iPhone安卓type-c手机磁铁磁性强磁力快充电线抖音华为车载发光 网红跑马灯闪光充电线【一拖三多头】1米 红色网红跑马灯闪光充电线【一拖三多头】1米 红色
99%,¥29.90,忆捷旗舰店,忆捷（EAGET） Type-C/安卓/苹果手机三合一快充数据线充电线iPhone苹果充电线 蓝色
100%,¥56.00,畅动旗舰店,畅动 苹果x手机壳 xs max钢化玻璃软边xr防摔保护套苹果8p女壳 粉色 iPhone XS MAX粉色
99%,¥45.00,洛夫特官方旗舰店,洛夫特 猪年苹果x手机壳新款iphonexs软硅胶套iphonexsmax全包防摔X新年可爱挂绳女款 【苹果X/XS】粉色猪猪【苹果X/XS】粉色猪猪
100%,¥59.00,鑫楚天数码专营店,公牛苹果快充PD充电器18W充电头插头适用iPhone11 Pro/XS Max XR/8plus PD快充头【暮雪灰】PD快充头【暮雪灰】
98%,¥26.00,诚幸旗舰店,诚幸 GD权志龙同款小雏菊艺术款涂鸦iPhone11/XSMax/XR透明软壳苹果X/7p/8p男女 【权志龙同款小雏菊涂鸦】双色黑色边 iPhone X/XS【权志龙同款小雏菊涂鸦】双色黑色边
99%,¥32.00,羽博Yoobao旗舰店,羽博（Yoobao） 羽博 苹果数据线苹果充电线iPhone11/Xs Max/XR/X/8电源线 牛仔黑【1.8米】牛仔黑【1.8米】
99%,¥108.00,ouvrir官方旗舰店,OUVRIR 主动式电容笔 ipad平板细头触控笔pro手机绘画air2 pencil手写笔安卓细头 不带笔夹【主动式^尊享水晶白色】送礼包不带笔夹【主动式^尊享水晶白色】送礼包
100%,¥25.00,YJING旗舰店,易京(YJING) iPhoneXR手机壳防摔全包硅胶保护套软壳 适用于苹果XR 气囊透明+挂绳+软膜
99%,¥109.00,CYKE旗舰店,CYKE手机自拍杆三脚架直播支架蓝牙拍照神器适用iphoneXS/XR/华为/小米/oppo通用加长 魅力黑〖一体式补光+折叠三脚架+遥控〗1.6米魅力黑〖一体式补光+折叠三脚架+遥控〗1.6米
100%,¥36.00,ZMOVERT旗舰店,苹果X/XR/XS Max钢化膜 iphone11/11Pro/11Pro Max全屏覆盖蓝光手机膜 【iPhoneX/XS/11Pro】通用高清款【iPhoneX/XS/11Pro】通用高清款
98%,¥58.00,炫谷旗舰店,苹果11水凝膜前后膜iphonex水凝膜苹果xsmax后膜全包XRiphone11promax后膜 苹果全包【xR前+后膜包边角】苹果全包【xR前+后膜包边角】
98%,¥12.90,丰正数码专营店,一炮红 适用苹果iPhone XR卡托iPhone XS/Max金属卡槽 手机SIM卡座托 苹果XR卡槽-双卡红色苹果XR卡槽-双卡红色
96%,¥39.90,天银水果专营店,天银水果 烟台红富士苹果奶油金帅印度青维纳斯花牛组合 红富士苹果5斤装 约7-12个装
88%,¥69.00,派滋自营旗舰店,派滋 苹果PD快充数据线 iPhonex/XR/XSMAX充电18头usb-c29w手机type转lightning真快充加长 银色2米
99%,¥125.00,闪搜数码旗舰店,苹果原装数据线 USB-C转闪电连接线手机PD快充电线充电器适用iPhone678XSR11pro 【单线不含头】Lightning数据线1米
96%,¥25.00,优胜仕旗舰店,优胜仕 手机指环扣超薄磁吸懒人支架iPhoneX/8/7/6plus苹果华为小米红米oppo通用 【绅士黑】超薄全金属|隐形纤薄【绅士黑】超薄全金属|隐形纤薄
98%,¥26.80,潮和旗舰店,潮和 iPhone11Pro手机纳米膜苹果XS/XR保护膜7p/8p高清薄膜6sp防刮花防爆纳米软膜 iPhone 11 手机纳米软膜iPhone 11 手机纳米软膜
92%,¥49.90,绿联UGREEN三顺专卖店,绿联 苹果数据线MFi认证通用iPhoneX/XR/XsMax/8/11Pro手机iPad平板充电线 2米2米
94%,¥48.00,榜尚官方旗舰店,榜尚 苹果8plus/XR/XS/MAX手机壳定制iPhoneXR/8P/7硅胶软壳个性签名来图订做 其他型号【拍下请备注型号颜色 】
97%,¥15.90,雷克士数码旗舰店,雷克士 苹果XSmax手机壳iPhone4/5/6/7/8/xr保护套创意硅胶全包透明防摔软壳 苹果X 透明手机壳【2个装】苹果X
95%,¥12.80,佰特达数码专营店,莫迪尔 苹果11Pro Max钢化膜iPhoneX/XR/XS Max抗蓝光防爆玻璃手机保护贴膜 【苹果XR】
100%,¥74.00,华蜜礼品专营店,直传器 苹果手机SD读卡器相机OTG线内存卡iPhone转接头ipad安卓type-cCF/TF转换 苹果接口【单向传输*支持SD卡/轻松导入】 USB2.0
98%,¥59.00,第一卫旗舰店,第一卫 iphone 11 pro max手机壳水透玻璃苹果x/xr/xs max透明壳保护防摔 【苹果XS max】全透明丨玻璃壳【苹果XS max】全透明丨玻璃壳
97%,¥22.00,杜能旗舰店,杜能 卡通情侣款苹果xs max手机壳iphone8/xr女款7plus防摔6s硅胶套芝麻街手机壳 XR 6.1 蓝色芝麻街XR 6.1 蓝色芝麻街
99%,¥23.90,酷创诚品官方旗舰店,酷创诚品苹果数据线 iPhone11/Xs Max/XR/X/8通用手机充电线快充液态软胶软线 2米 绿色2米 绿色
99%,¥29.00,芯菲米斯官方旗舰店,芯菲米斯 苹果5s手机壳iPhone5手机保护套磨砂硬壳iPhoneSE保护套全包防摔轻薄男女通用潮 iPhone5S/5/SE（4.0英寸）太空灰iPhone5S/5/SE（4.0英寸）太空灰
90%,¥25.00,倍克贝克旗舰店,倍克贝克 苹果耳机转接头 音频转换器卡通可爱iPhone系列充电通话听歌游戏Lightning转接头 【转换头】米奇【转换头】米奇
98%,¥223.00,坤蓬手机配件专营店,Apple 苹果原装EarPods耳机 线控入耳式iPhoneX/xsmax/7/8plus通用 Lightning 接口
99%,¥168.00,颖果旗舰店,颖果 苹果手机CF卡读卡器 多功能三合一iphone/ipad读卡器 otg相机套件 SD卡TF卡 【iphone/ipad接口】读CF+TF+SD卡【iphone/ipad接口】读CF+TF+SD卡
98%,¥22.90,齐乐手机配件专营店,品胜苹果充电器iPhone6数据线6s手机7plus充电线苹果XSX充电器8plus快速充电器 快充升级版1米（不含充电头） 标准版快充升级版1米（不含充电头）
98%,¥65.00,乐仕泰官方旗舰店,乐仕泰 双口充电器苹果手机快充套装 3.1A大电流充电iphonexs/XR/11/8/6/7 【提速60%】5V3.1A充电器+苹果数据线1条装
98%,¥27.90,江铭数码旗舰店,江铭 苹果X手机壳新年款鼠年手机壳本命年喜庆红色iPhone8Plus时尚全包超女薄款6s保护套磨砂 苹果6Plus/6sPlus-开心兔苹果6Plus/6sPlus-开心兔
98%,¥129.00,大商无算数码专营店,Apple PD快充线USB-C苹果原装数据线Lightning手机18w充电器11ProMax套装 iPhone 雷雳3 Type-C转闪电连接线1米iPhone 雷雳3 Type-C转闪电连接线1米
100%,¥27.90,江铭数码旗舰店,江铭 苹果11透明手机壳iphone11 包边透明壳11简约11高亮简约防摔11软壳 苹果11 透明款
100%,¥119.00,意创生活旗舰店,苹果Lightning转USB转换头SD/TF相机套件OTG连接线手机读卡器iPhone/ipad 三合一【Lightning+以太网+USB】
100%,¥72.00,品色手机配件专营店,【苹果专柜品牌】摩可苹果X/Xs钢化膜iPhoneXs钢化膜有背膜3D防蓝光高清全屏覆盖手机膜前后膜 黑钻3D曲面iPhone X/XS
96%,¥15.80,易腾迈数码专营店,湾谷 苹果X/XR/XS手机壳iPhoneXs Max保护套全包磨砂防摔男硅胶软壳女抖音潮款 磨砂黑【iPhoneXR】磨砂黑【iPhoneXR】
94%,¥135.00,征酷自营旗舰店,征酷 背夹式电池充电宝 苹果iPhoneXS MAX/XR移动电源无线充电手机壳轻薄小巧 苹果XS/X通用【音频款】黑色
98%,¥56.00,绿联UGREEN三顺专卖店,绿联苹果数据线MFi认证快充线通用iphoneXR/XsMax/8/11Pro手机iPad平板充电线 太空银 2米太空银 2米
91%,¥88.00,x-doria自营旗舰店,X-doria道锐 苹果X/XS透明手机壳 iPhoneX/Xs裸机手感保护壳 防摔保护套 简约男女款 水晶透iPhoneXs/X 水晶透
100%,¥59.00,鳗而登官方旗舰店,鳗而登 苹果XsMax防窥膜 全屏手机贴膜 【全屏黑色边防窥膜】两片装 苹果 IPhone 8Plus【全屏黑色边防窥膜】两片装
91%,¥28.00,X-IT旗舰店,X-IT 苹果数据线 锌合金快充据线iPhoneXs Max/XR/X/11/8/7充电线手机快充 红色【锌合金高速快充】+1.18m红色【锌合金高速快充】+1.18m
85%,¥29.80,轩创旗舰店,轩创 iPhone X边框膜全透明XS max侧边贴膜8Plus镜头膜高清苹果XR水凝保护膜 苹果XS Max边框膜【两套装】苹果XS Max边框膜【两套装】
98%,¥88.00,博臻数码专营店,【双面玻璃】IXN 苹果x手机壳iphone xs max透明金属磁吸xr万磁王潮男女款 (苹果XsMax6.5银色)双面钢化玻璃(苹果XsMax6.5银色)双面钢化玻璃
99%,¥86.00,Spigen轩度专卖店,SPIGEN 适用于苹果X手机壳硅胶透明软保护套iPhoneX边框防摔双层支架外壳 iPhone X【带支架】金色
96%,¥15.00,华美通3C手机数码配件专营店,S-GUARD苹果XR钢化膜iphoneX全屏全覆盖抗蓝光护眼玻璃苹果XsMax防摔防爆暴刚化保护膜 苹果X/XS 混合2片装（1片高清1片蓝光）
97%,¥17.60,宸宸泰思手机配件专营店,hdl 适用苹果8透明手机壳8plus防尘塞渐变硅胶保护套iPhone7plus 渐变蓝5.5 7p/8P 大屏
92%,¥68.00,畅动旗舰店,畅动 苹果iPhone11钢化膜11promax/XS/XR手机钢化玻璃膜xsMAX全屏覆盖 新款钻石冷雕黑边全屏高清（单片装） 苹果11/XR通用新款钻石冷雕黑边全屏高清（单片装）
100%,¥19.90,潮妹旗舰店,【潮妹】苹果xr手机壳女款iphonexr手机套硅胶防摔xr保护套软壳全包磨砂潮 鼠你好运鼠你好运
100%,¥16.60,ouvrir官方旗舰店,苹果/Type-c/安卓数据线三合一手机充电器线 iPhoneX/XS Max/XR/8/6s 红色
95%,¥10.00,罗巴赫旗舰店,罗巴赫 尼龙数据线快充充电线x适用于苹果ipad充电器iphone8/6plus/7电源线 土豪金
99%,¥128.00,楚昕数码专营店,魅戴 苹果iphoneXs Max7/8pulse直播声卡充电二合一转接头耳机转接线支持通话U盾K宝 二合一 充电+通话线控u盾直播声卡一体新款二合一 充电+通话线控u盾直播声卡一体新款
96%,¥6.80,迈普手机配件专营店,品陌 iPhone7 7plus防摔手机壳 保护套 磁吸支架磨砂软壳 iPhone8 苹果8plus 苹果7/8-磨砂软壳-黑色苹果7/8-磨砂软壳-黑色
100%,¥39.00,品胜华人专卖店,品胜吃鸡手机耳机适用安卓苹果6s华为小米平板通用入耳式重低音6plus运动iPhone6带耳麦带线控 中国红中国红
98%,¥198.00,摩米士自营旗舰店,摩米士MOMAX15W无线充电器苹果无线快充充电底座通用iPhone11Pro/XsMax/XR/8plus三星华为小米等手机深空灰
100%,¥68.00,戴睿康手机配件专营店,戴睿康鼠年手机壳苹果X来电发光iPhone11ProMax新年本命年款iPhoneX卡通可爱XR抖音 来电彩光?XR【年年鼠钱】收藏加购质保30天来电彩光?XR【年年鼠钱】收藏加购质保30天
95%,¥12.00,狼独侠数码专营店,【免邮|买2送1】涵讯 安卓Micro转iPhone4/4S转接头充电转换头适用于苹果4/4s 白色
99%,¥26.80,天宇翼官方旗舰店,天宇翼 海贼王路飞iPhoneXR手机壳全包苹果7/8plus磨砂xs max软壳6s防摔男女款 海贼王路飞 苹果7p/8p 5.5英寸海贼王路飞
98%,¥19.90,PNZ旗舰店,PNZ 苹果7耳机充电孔转接线扩展器iphone8 Lightning音频一分二通话二合一扩展线 双Lightning《通话、听歌、充电》
92%,¥25.00,奴玛尼旗舰店,奴玛尼 苹果x镜头膜镜面金属玻璃全覆盖摄像头iphonex保护圈iphonexmax全包xsmax 苹果XS/XS MAX【黑色】全覆盖镜头膜【金属+苹果XS/XS MAX【黑色】全覆盖镜头膜【金属+
98%,¥28.80,奢姿旗舰店,【无白边】奢姿 苹果x钢化膜iphonexS全屏覆盖抗蓝光3D防爆玻璃手机贴膜 苹果X 黑色高清款【全屏3D曲面-升级不碎边】
92%,¥28.00,璞睿斯手机配件专营店,奢库 iPhone6S/6plus钢化膜 防窥膜全屏覆盖 适用于苹果6/6S防偷看手机贴膜 iP 6plus/6Splus 【全屏防窥白色款】
99%,¥35.00,爵士驼旗舰店,爵士驼 苹果X/XR/XS手机壳iPhoneXS Max保护套女款透明渐变外壳硅胶防摔超薄抖音软壳 蝶雨【带水钻】 iPhone XR蝶雨【带水钻】
99%,¥11.90,LEIKS数码配件旗舰店,LEIKS 苹果XS手机壳透明硅胶全包男女款防摔保护套 适用于iPhone XSMax 透明手机壳【两个装】 苹果XSMax【6.5英寸】
98%,¥34.80,闪魔数码专营店,闪魔 苹果8plus/7plus钢化膜 iphone 8/7全屏曲面高清高透防指纹防爆手机贴膜 i7/i8【曲面黑色全屏】送神器*2片装i7/i8【曲面黑色全屏】送神器*2片装
